================================================================================
                          实验结果报告
================================================================================
实验名称: 最小配置 - 全随机初始化+简单变异+无搜索+简化评分
算例名称: 2M10J
运行ID: 10
实验时间: 2026-02-07 09:19:52

【参数配置】
  最大代数: 1000000
  种群规模: 100
  变异率: 0.2
  交叉率: 0.8

================================================================================
                          最终实验结果
================================================================================
最优Cmax: 82850.0000
运行时间: 311727 ms (311.73 秒)
终止代数: 1162

【收敛曲线数据】
代数	Cmax
1	82850.0000
11	82850.0000
21	82850.0000
31	82850.0000
41	82850.0000
51	82850.0000
61	82850.0000
71	82850.0000
81	82850.0000
91	82850.0000
101	82850.0000
111	82850.0000
121	82850.0000
131	82850.0000
141	82850.0000
151	82850.0000
161	82850.0000
171	82850.0000
181	82850.0000
191	82850.0000
201	82850.0000
211	82850.0000
221	82850.0000
231	82850.0000
241	82850.0000
251	82850.0000
261	82850.0000
271	82850.0000
281	82850.0000
291	82850.0000
301	82850.0000
311	82850.0000
321	82850.0000
331	82850.0000
341	82850.0000
351	82850.0000
361	82850.0000
371	82850.0000
381	82850.0000
391	82850.0000
401	82850.0000
411	82850.0000
421	82850.0000
431	82850.0000
441	82850.0000
451	82850.0000
461	82850.0000
471	82850.0000
481	82850.0000
491	82850.0000
501	82850.0000
511	82850.0000
521	82850.0000
531	82850.0000
541	82850.0000
551	82850.0000
561	82850.0000
571	82850.0000
581	82850.0000
591	82850.0000
601	82850.0000
611	82850.0000
621	82850.0000
631	82850.0000
641	82850.0000
651	82850.0000
661	82850.0000
671	82850.0000
681	82850.0000
691	82850.0000
701	82850.0000
711	82850.0000
721	82850.0000
731	82850.0000
741	82850.0000
751	82850.0000
761	82850.0000
771	82850.0000
781	82850.0000
791	82850.0000
801	82850.0000
811	82850.0000
821	82850.0000
831	82850.0000
841	82850.0000
851	82850.0000
861	82850.0000
871	82850.0000
881	82850.0000
891	82850.0000
901	82850.0000
911	82850.0000
921	82850.0000
931	82850.0000
941	82850.0000
951	82850.0000
961	82850.0000
971	82850.0000
981	82850.0000
991	82850.0000
1001	82850.0000
1011	82850.0000
1021	82850.0000
1031	82850.0000
1041	82850.0000
1051	82850.0000
1061	82850.0000
1071	82850.0000
1081	82850.0000
1091	82850.0000
1101	82850.0000
1111	82850.0000
1121	82850.0000
1131	82850.0000
1141	82850.0000
1151	82850.0000
1161	82850.0000
1162	82850.0000

